"","region_1","country","variety","points"
"35055","Prosecco del Veneto","Italy","Prosecco",95.2145497060152
"35056","Prosecco del Veneto","Italy","Prosecco",92.1972801765738
"35057","Prosecco del Veneto","Italy","Prosecco",90.1452454667007
"35075","Bolgheri","Italy","Sangiovese",82.6228665735134
"35076","Marche","Italy","Sangiovese",81.3379710234648
"35079","Chianti Classico","Italy","Sangiovese",71.2424376079213
"35089","Lugana","Italy","Turbiana",94.9444694368164
"35097","Soave","Italy","Garganega",96.9940053619272
"35098","Soave Classico","Italy","Garganega",89.2551981404353
"35103","Alto Adige","Italy","Riesling",91.2285332358437
"35146","Prosecco","Italy","Glera",91.8810731559795
"35158","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",87.6580939559534
"35230","Prosecco","Italy","Glera",81.4566473083296
"35245","Trentino","Italy","Pinot Grigio",86.9928841876548
"35314","Lambrusco di Sorbara","Italy","Lambrusco",82.7323863859499
"35404","Chianti","Italy","Sangiovese",91.4903998785534
"35408","Bolgheri","Italy","Red Blend",95.2307131973981
"35416","Chianti Colli Senesi","Italy","Sangiovese",98.2883849915562
"35425","Maremma Toscana","Italy","Merlot",100.333649944151
"35426","Maremma Toscana","Italy","Vermentino",95.3087107624553
"35427","Chianti Classico","Italy","Sangiovese",97.4582918293564
"35750","Sicilia","Italy","Syrah",98.4427344558248
"35761","Sicilia","Italy","White Blend",83.0968772532489
"35762","Sicilia","Italy","Red Blend",91.6639774425973
"35763","Sicilia","Italy","Catarratto",83.7244983813334
"35771","Sicilia","Italy","Nero d'Avola",93.2170711677287
"35776","Sicilia","Italy","Grecanico",89.016455503314
"35777","Sicilia","Italy","Grillo",98.9746229363822
"35872","Maremma","Italy","Vermentino",86.9181123738337
"35874","Toscana","Italy","Red Blend",101.29801793273
"35875","Toscana","Italy","Vermentino",85.0972243937002
"35882","Toscana","Italy","Red Blend",92.0224212943306
"35997","Verdicchio di Matelica","Italy","Verdicchio",99.574377233414
"36035","Moscato d'Asti","Italy","Moscato",87.5822496271284
"36046","Toscana","Italy","Rosé",93.3754907631982
"36048","Moscato d'Asti","Italy","Moscato",90.6785432043416
"36168","Sicilia","Italy","Nero d'Avola",98.2854145215101
"36177","Sicilia","Italy","Nero d'Avola",98.6067307706643
"36180","Sicilia","Italy","Nero d'Avola",82.7857740505379
"36265","Castel del Monte","Italy","Red Blend",97.0723057219773
"36266","Morellino di Scansano","Italy","Sangiovese",85.1865817392951
"36271","Delle Venezie","Italy","Merlot",91.3764411881823
"36275","Maremma","Italy","Vermentino",90.8724343765395
"36276","Maremma","Italy","Vermentino",88.9572407907372
"36344","Collio","Italy","Chardonnay",99.8230091989907
"36345","Collio","Italy","Sauvignon",91.0939384123712
"36349","Friuli Grave","Italy","Sauvignon",85.7966686547944
"36368","Soave Classico Superiore","Italy","White Blend",90.8045925461412
"36370","Trentino","Italy","Lagrein",94.770998592239
"36378","Trentino","Italy","Pinot Grigio",83.8976988134165
"36410","Toscana","Italy","White Blend",94.7395575231344
"36417","Toscana","Italy","Red Blend",85.7016252955108
"36460","Verdicchio dei Castelli di Jesi Classico Superiore","Italy","Verdicchio",86.8122147432514
"36464","Verdicchio dei Castelli di Jesi Classico","Italy","Verdicchio",101.653324698073
"36535","Irpinia","Italy","Coda di Volpe",94.157918689628
"36542","Terre Siciliane","Italy","Chardonnay",85.4259847145799
"36558","Rosso di Montepulciano","Italy","Red Blend",94.0406879624144
"36714","Prosecco del Veneto","Italy","Prosecco",80.1673493992463
"36765","Maremma","Italy","Red Blend",90.0287014712171
"36782","Toscana","Italy","Syrah",90.7890318728142
"36827","Valdobbiadene Prosecco Superiore","Italy","Glera",93.2325720971538
"36831","Valdobbiadene Prosecco Superiore","Italy","Glera",94.8848066685664
"36854","Morellino di Scansano","Italy","Sangiovese",92.664654335491
"36855","Chianti Superiore","Italy","Sangiovese",87.7191758431093
"36862","Chianti Classico","Italy","Sangiovese",89.6454152203382
"36871","Dolcetto d'Alba","Italy","Dolcetto",88.4148929565599
"36873","Dolcetto d'Alba","Italy","Dolcetto",93.7475908717306
"36962","Terre Siciliane","Italy","Grillo",93.2830665397354
"36980","Terre Siciliane","Italy","Nero d'Avola",98.771966901214
"37070","Toscana","Italy","Red Blend",94.7766917833022
"37100","Soave","Italy","Garganega",101.517774892434
"37107","Vigneti delle Dolomiti","Italy","Rebo",97.361905037835
"37110","Vernaccia di San Gimignano","Italy","Vernaccia",88.9153931413884
"37159","Terre Siciliane","Italy","Nero d'Avola",85.3013308974353
"37161","Terre Siciliane","Italy","Nero d'Avola",88.0853191274967
"37314","Terra degli Osci","Italy","Malvasia",97.3215540356547
"37315","Sicilia","Italy","White Blend",87.0442229001705
"37316","Sicilia","Italy","Pinot Grigio",87.9767455179783
"37318","Sicilia","Italy","Fiano",84.0306354143016
"37321","Sicilia","Italy","White Blend",85.059668880195
"37343","Irpinia","Italy","Aglianico",105.913347948883
"37560","Rosso di Montepulciano","Italy","Red Blend",90.6989152832857
"37575","Chianti Classico","Italy","Red Blend",97.1184871769282
"37586","Rosso di Montalcino","Italy","Sangiovese",94.2589776933786
"37589","Rosso di Montalcino","Italy","Sangiovese",93.0144253021513
"37596","Rosso di Montepulciano","Italy","Red Blend",91.99210745945
"37624","Barbera d'Alba","Italy","Barbera",83.0797199593837
"37627","Barbera d'Alba","Italy","Barbera",95.0251130316672
"37631","Molise","Italy","Aglianico",87.8258498356912
"37634","Salento","Italy","Susumaniello",89.9848059071521
"37676","Prosecco","Italy","Glera",88.1179760356653
"37681","Veneto","Italy","Pinot Grigio",88.4111792451336
"37698","Chianti Classico","Italy","Sangiovese",88.2895411979415
"37778","Barbera d'Alba","Italy","Barbera",89.1594172189494
"37779","Barbera d'Asti","Italy","Barbera",96.6914438610741
"37792","Barbera d'Asti","Italy","Barbera",89.4160928491513
"37798","Chianti","Italy","Red Blend",83.2617468041767
"37800","Chianti","Italy","Red Blend",96.6381374731262
"37811","Chianti Superiore","Italy","Red Blend",89.4713629760078
"37896","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",88.6648081708973
"37968","Soave Classico","Italy","Garganega",92.3568026447272
"38034","Asolo Prosecco Superiore","Italy","Glera",98.1185639999325
"38084","Dogliani","Italy","Dolcetto",91.190135347813
"38176","Toscana","Italy","Vermentino",86.0082896974085
"38185","Cesanese del Piglio","Italy","Cesanese d'Affile",90.0677971363263
"38337","Soave","Italy","Garganega",88.6505629454877
"38385","Terre Siciliane","Italy","Nero d'Avola",84.4269924320287
"38468","Maremma Toscana","Italy","Vermentino",84.6330394204304
"38548","Bolgheri","Italy","Vermentino",96.665611537542
"38570","Terre di Chieti","Italy","Sangiovese",91.9022580071587
"38571","Sicilia","Italy","White Blend",100.554049763381
"38572","Sicilia","Italy","Grillo",92.521811229702
"38584","Sicilia","Italy","Syrah",92.7871096852542
"38586","Sicilia","Italy","Merlot",92.8785554050574
"38589","Montepulciano d'Abruzzo","Italy","Montepulciano",91.9693169757515
"38590","Terre di Chieti","Italy","Sangiovese",97.5941885413396
"38594","Montepulciano d'Abruzzo","Italy","Montepulciano",97.2600000289059
"38602","Toscana","Italy","Sangiovese Grosso",100.422181309504
"38701","Sicilia","Italy","Nero d'Avola",94.2146674940046
"38719","Sicilia","Italy","Grillo",87.1682094585408
"38810","Chianti Colli Senesi","Italy","Sangiovese",92.03081717936
"38870","Dolcetto d'Alba","Italy","Dolcetto",94.4172392186393
"38879","Gavi","Italy","Cortese",87.8050007647553
"38880","Dolcetto d'Alba","Italy","Dolcetto",92.0357745683275
"38901","Valdobbiadene Prosecco Superiore","Italy","Glera",100.348225280775
"38913","Collio","Italy","Friulano",94.5516229531326
"39037","Collio","Italy","Friulano",90.1442393100254
"39038","Collio","Italy","Sauvignon",92.5733686282684
"39126","Valdobbiadene Prosecco Superiore","Italy","Glera",99.5214453174217
"39156","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",97.2282227528862
"39157","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",87.1090444114979
"39160","Prosecco","Italy","Glera",92.4982515341774
"39161","Valdobbiadene Prosecco Superiore","Italy","Sparkling Blend",95.8595343635764
"39244","Toscana","Italy","White Blend",88.4090335290522
"39246","Bolgheri","Italy","Red Blend",97.6172332805777
"39260","Toscana","Italy","Vermentino",97.6219096670097
"39262","Toscana","Italy","Pinot Bianco",87.6983545280575
"39263","Montecucco","Italy","Sangiovese",93.9077982343208
"39332","Lugana","Italy","Turbiana",98.373345808558
"39524","Verdicchio di Matelica","Italy","Verdicchio",96.9530400443171
"39538","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",80.1338249353125
"39548","Valpolicella Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",94.9006877423595
"39552","Valpolicella Classico Superiore","Italy","Red Blend",97.0003814787641
"39591","Castel del Monte","Italy","Nero di Troia",103.09780984626
"39614","Alto Adige","Italy","Moscato Giallo",100.174194328203
"39704","Chianti Classico","Italy","Red Blend",95.7948024137276
"39705","Chianti Classico","Italy","Sangiovese",94.6095732988258
"39721","Chianti Classico","Italy","Red Blend",89.8687921360918
"39758","Lugana","Italy","Turbiana",89.3183362696029
"39798","Puglia","Italy","Negroamaro",86.4799788909008
"39878","Langhe","Italy","Arneis",84.5591723650744
"39881","Piedmont","Italy","Cortese",91.5405551606656
"39896","Soave","Italy","Garganega",97.6791642682851
"39927","Veneto","Italy","Prosecco",90.6586458490612
"39940","Chianti Classico","Italy","Sangiovese",82.0173436214012
"39950","Chianti","Italy","Sangiovese",90.7614218499004
"39953","Chianti Rufina","Italy","Sangiovese",89.9224674876021
"39955","Chianti Classico","Italy","Sangiovese",91.9897458403989
"39981","Primitivo di Manduria","Italy","Primitivo",90.8962621137737
"39992","Puglia","Italy","Sangiovese",103.30867731352
"39995","Campania","Italy","Red Blend",88.6922274620757
"40004","Rosso di Montepulciano","Italy","Red Blend",85.2836581294935
"40014","Chianti Classico","Italy","Red Blend",93.2909040990309
"40031","Prosecco di Valdobbiadene","Italy","Prosecco",93.2756896488175
"40032","Prosecco di Valdobbiadene","Italy","Prosecco",85.9072682448871
"40034","Prosecco di Valdobbiadene","Italy","Prosecco",88.2613941287808
"40036","Prosecco di Valdobbiadene","Italy","Prosecco",98.2261534162974
"40044","Prosecco di Valdobbiadene","Italy","Prosecco",90.7698452988893
"40045","Prosecco di Conegliano e Valdobbiadene","Italy","Prosecco",91.5383697570726
"40054","Barbera d'Asti","Italy","Barbera",90.1096748582424
"40055","Barbera d'Asti Superiore","Italy","Barbera",89.8449104022051
"40068","Barbera d'Alba","Italy","Barbera",90.708465413481
"40070","Monferrato","Italy","Red Blend",97.0479794189912
"40074","Barbera d'Asti","Italy","Barbera",96.6034384545443
"40077","Barbera d'Asti","Italy","Barbera",91.0459919538983
"40115","Valdobbiadene Prosecco Superiore","Italy","Glera",92.765287901071
"40125","Valdobbiadene Prosecco Superiore","Italy","Glera",87.2999889254866
"40129","Prosecco Treviso","Italy","Glera",100.020984459935
"40131","Prosecco Treviso","Italy","Glera",82.1820676549203
"40413","Morellino di Scansano","Italy","Sangiovese",94.7223413430826
"40449","Valpolicella Superiore","Italy","Corvina, Rondinella, Molinara",89.3145101829664
"40453","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",83.8948088956469
"40627","Carmignano","Italy","Red Blend",96.9342872068148
"40672","Soave","Italy","White Blend",82.5769868833636
"40676","Friuli Grave","Italy","Pinot Grigio",91.4401354747155
"40706","Colli Orientali del Friuli","Italy","Pinot Grigio",94.3645659544437
"40708","Veneto","Italy","Sparkling Blend",91.5047357735654
"40713","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",83.5574350911623
"40722","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",94.7193546739015
"40724","Prosecco Treviso","Italy","Glera",84.7196155006649
"40725","Prosecco Treviso","Italy","Glera",82.779702079447
"40730","Prosecco","Italy","Glera",91.78734178352
"40731","Prosecco","Italy","Glera",83.5758680854379
"40806","Moscato d'Asti","Italy","Moscato",92.27716632634
"40814","Rosso di Montalcino","Italy","Sangiovese",94.1506248495516
"40853","Rosso di Montalcino","Italy","Sangiovese",93.7819077261008
"40937","Moscato d'Asti","Italy","Moscato",87.1715475628485
"40960","Toscana","Italy","Red Blend",92.0284818420275
"40963","Barbera d'Alba","Italy","Barbera",90.4180162312257
"40968","Prosecco di Valdobbiadene","Italy","Prosecco",92.6986104590575
"40972","Prosecco di Valdobbiadene","Italy","Prosecco",97.9275476338053
"40976","Prosecco del Veneto","Italy","Prosecco",92.2741403225947
"40977","Prosecco di Valdobbiadene","Italy","Prosecco",86.2958274499376
"40984","Prosecco di Conegliano","Italy","Prosecco",96.2539697290674
"40986","Prosecco di Valdobbiadene","Italy","Prosecco",94.2261635993573
"40987","Prosecco del Veneto","Italy","Prosecco",85.5257892039496
"40988","Prosecco di Conegliano","Italy","Prosecco",91.5101935783742
"40989","Prosecco di Conegliano e Valdobbiadene","Italy","Prosecco",90.6982560431338
"41047","Fiano di Avellino","Italy","Fiano",85.9949071399222
"41048","Lugana","Italy","Turbiana",93.8374809235845
"41062","Vermentino di Sardegna","Italy","Vermentino",88.0860694630224
"41088","Gavi","Italy","Cortese",90.598231139275
"41096","Alto Adige","Italy","Pinot Grigio",94.2517784008672
"41097","Vernaccia di San Gimignano","Italy","Vernaccia",88.5046700616027
"41108","Piave","Italy","Pinot Grigio",88.1184834920491
"41144","Valpolicella Classico Superiore Ripasso","Italy","Red Blend",93.4692753668562
"41287","Taburno","Italy","Piedirosso",99.4898724147785
"41297","Irpinia","Italy","Aglianico",84.3867881521809
"41300","Sannio","Italy","Piedirosso",93.9690339633751
"41313","Collio","Italy","Malvasia",88.2085946731318
"41315","Friuli Grave","Italy","Pinot Grigio",100.817784854233
"41320","Delle Venezie","Italy","Pinot Grigio",91.9048805329545
"41352","Chianti Rufina","Italy","Red Blend",94.9134934482071
"41355","Chianti","Italy","Red Blend",86.5585543548468
"41373","Moscato d'Asti","Italy","Moscato",104.12544539089
"41374","Montepulciano d'Abruzzo","Italy","Montepulciano",97.4569961984294
"41381","Moscato d'Asti","Italy","Moscato",94.5182917284614
"41505","Chianti","Italy","Red Blend",91.0396205188636
"41522","Chianti","Italy","Red Blend",88.9644331514355
"41524","Chianti","Italy","Red Blend",88.4510321864441
"41526","Rosso di Montepulciano","Italy","Red Blend",99.2421583757691
"41542","Bardolino","Italy","Red Blend",97.7969486836312
"41562","Vino Nobile di Montepulciano","Italy","Sangiovese",87.7132948593653
"41569","Chianti","Italy","Red Blend",88.5553122519774
"41591","Maremma Toscana","Italy","Cabernet Sauvignon",97.3599321382106
"41637","Sicilia","Italy","Nerello Mascalese",93.9255038675848
"41648","Alto Adige Valle Isarco","Italy","Kerner",87.0798970497006
"41866","Prosecco","Italy","Glera",106.291600293271
"41867","Prosecco","Italy","Glera",91.7214112175261
"41876","Prosecco","Italy","Glera",90.5012088809455
"41878","Prosecco","Italy","Glera",91.8813455712909
"41880","Prosecco Treviso","Italy","Glera",88.0249221506034
"41884","Prosecco","Italy","Glera",94.3616153547359
"41885","Prosecco Treviso","Italy","Glera",85.5798548927332
"41893","Prosecco","Italy","Glera",87.5336603438816
"41895","Valdobbiadene Prosecco Superiore","Italy","Glera",84.9107686716658
"41916","Barbera d'Asti","Italy","Barbera",93.0834479723847
"41928","Vino Nobile di Montepulciano","Italy","Red Blend",92.4066020481729
"41935","Vernaccia di San Gimignano","Italy","Vernaccia",90.6782449202219
"41942","Morellino di Scansano","Italy","Red Blend",94.0490666783083
"41989","Valdobbiadene Prosecco Superiore","Italy","Glera",95.6939531066048
"41991","Valdobbiadene Prosecco Superiore","Italy","Glera",91.8590476349212
"42002","Prosecco","Italy","Glera",85.6769355026725
"42046","Taburno","Italy","Coda di Volpe",87.1579703735687
"42124","Bardolino","Italy","Red Blend",93.708197475402
"42178","Collio","Italy","Pinot Grigio",93.0534985475479
"42214","Aglianico del Vulture","Italy","Aglianico",96.58266468823
"42226","Sicilia","Italy","Red Blend",89.9250453322613
"42257","Gavi","Italy","Cortese",94.1101019617568
"42267","Montepulciano d'Abruzzo","Italy","Montepulciano",84.6309728806526
"42280","Terre Siciliane","Italy","Grillo",84.7824267116458
"42281","Soave Classico","Italy","Garganega",97.5847180340733
"42287","Collio","Italy","Sauvignon",87.6155035151587
"42288","Soave","Italy","Garganega",98.8433967988274
"42289","Soave","Italy","White Blend",97.5831481023547
"42293","Soave","Italy","Garganega",85.8110857799842
"42425","Toscana","Italy","Red Blend",87.3537384978959
"42428","Vernaccia di San Gimignano","Italy","Vernaccia",90.5463835321359
"42433","Vernaccia di San Gimignano","Italy","Vernaccia",94.5707945674083
"42445","Rosso di Montepulciano","Italy","Red Blend",93.4630402223574
"42494","Romagna","Italy","Sparkling Blend",85.9013366850253
"42508","Toscana","Italy","Vermentino",82.5317218593622
"42510","Soave","Italy","Garganega",94.8466889037248
"42511","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",86.6310257376828
"42512","Langhe","Italy","Arneis",92.1911172841796
"42518","Veneto","Italy","Sparkling Blend",93.9760566804192
"42521","Soave","Italy","Garganega",94.6652884868321
"42556","Colli Orientali del Friuli","Italy","Pinot Grigio",90.9781890552041
"42570","Friuli Grave","Italy","Chardonnay",92.7553225587939
"42571","Delle Venezie","Italy","Pinot Grigio",92.3478373044948
"42576","Prosecco","Italy","Glera",91.8410887733416
"42584","Prosecco Treviso","Italy","Glera",95.0539980893845
"42589","Delle Venezie","Italy","Pinot Grigio",86.6820801451111
"42595","Prosecco","Italy","Glera",88.2685291343773
"42598","Prosecco","Italy","Glera",89.7317830349131
"42599","Colli Orientali del Friuli","Italy","Pinot Grigio",93.4444332294169
"42602","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",92.1313190346904
"42651","Toscana","Italy","Red Blend",93.858515044778
"42672","Chianti Classico","Italy","Red Blend",91.6970031341012
"42683","Veneto","Italy","Prosecco",87.4214019647419
"42851","Chianti Classico","Italy","Red Blend",98.1986961463592
"42858","Chianti Classico","Italy","Red Blend",86.5647857861291
"42865","Chianti Classico","Italy","Red Blend",100.801079427107
"42866","Chianti Classico","Italy","Red Blend",86.1155267434848
"42923","Vigneti delle Dolomiti","Italy","Red Blend",90.2922771748966
"42933","Alto Adige","Italy","Rosé",91.8104044602573
"42951","Fiano di Avellino","Italy","Fiano",86.5050227713866
"42962","Salento","Italy","Rosé",92.7290047419484
"42973","Salice Salentino","Italy","Negroamaro",97.9154096811857
"43021","Friuli Colli Orientali","Italy","Friulano",90.9003330660891
"43022","Friuli Colli Orientali","Italy","Pinot Grigio",97.9505617430749
"43024","Collio","Italy","Pinot Grigio",93.190385211941
"43031","Collio","Italy","Friulano",86.1315231742497
"43033","Alto Adige Valle Isarco","Italy","Müller-Thurgau",92.0117285125082
"43036","Collio","Italy","Sauvignon",89.6400965182209
"43039","Alto Adige","Italy","Pinot Grigio",98.6083558785852
"43048","Collio","Italy","Ribolla Gialla",85.2090780842578
"43086","Prosecco","Italy","Glera",86.7704243806841
"43092","Prosecco","Italy","Glera",93.9183046001374
"43102","Friuli Grave","Italy","Sauvignon",88.1265879944632
"43104","Friuli Aquileia","Italy","Traminer",94.6642954562617
"43112","Rosso del Veronese","Italy","Red Blend",96.3400154754346
"43114","Colli Orientali del Friuli","Italy","Pinot Grigio",95.174964821287
"43137","Moscato d'Asti","Italy","Moscato",89.2205352846797
"43226","Bardolino","Italy","Red Blend",98.6024507122817
"43280","Rosso di Montalcino","Italy","Sangiovese",86.0960517047078
"43296","Vino Spumante","Italy","Ribolla Gialla",93.9140381681985
"43317","Umbria","Italy","White Blend",103.219677368351
"43322","Toscana","Italy","Vermentino",98.2567776451657
"43324","Morellino di Scansano","Italy","Red Blend",87.732305810252
"43328","Orvieto Classico Superiore","Italy","White Blend",89.2616569365371
"43330","Frascati Superiore","Italy","White Blend",90.247685429338
"43389","Toscana","Italy","Sangiovese",86.8967566401497
"43423","Sicilia","Italy","Grillo",100.493724141939
"43481","Lugana","Italy","Turbiana",102.944758016556
"43532","Morellino di Scansano","Italy","Red Blend",85.7867413472987
"43540","Trebbiano d'Abruzzo","Italy","Trebbiano",97.4415812812441
"43741","Campania","Italy","Aglianico",103.106906835148
"43792","Umbria","Italy","Red Blend",91.1989808631849
"43841","Lambrusco di Sorbara","Italy","Lambrusco di Sorbara",92.1954538096606
"43861","Marche","Italy","Champagne Blend",94.2983275576838
"43870","Prosecco di Valdobbiadene","Italy","Prosecco",89.0213522170771
"43874","Trentino","Italy","Champagne Blend",95.816885825766
"43878","Prosecco di Conegliano e Valdobbiadene","Italy","Champagne Blend",93.1838711665138
"43933","Vino Spumante","Italy","Fiano",102.596535772857
"44012","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",95.7575588673077
"44013","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",93.5109296691556
"44028","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",102.381787304773
"44035","Venezia Giulia","Italy","Pinot Grigio",96.4635239649419
"44036","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",86.7100829701795
"44038","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",86.9602758148554
"44089","Toscana","Italy","Red Blend",84.154232795964
"44092","Delle Venezie","Italy","Pinot Grigio",86.1195301820258
"44094","Valdadige","Italy","Pinot Grigio",90.674465332435
"44096","Collio","Italy","Pinot Grigio",99.272459499815
"44103","Collio","Italy","Malvasia Istriana",98.2581216548926
"44104","Trentino","Italy","Chardonnay",88.7538618426137
"44106","Veneto","Italy","Pinot Grigio",89.8855188246327
"44109","Delle Venezie","Italy","Pinot Grigio",80.1925274953337
"44114","Soave Classico Superiore","Italy","White Blend",92.1392668895145
"44126","Lugana","Italy","Turbiana",98.3430428993593
"44130","Chianti Classico","Italy","Red Blend",94.2322502262639
"44180","Marche","Italy","Red Blend",92.1013971554581
"44182","Colline Pescaresi","Italy","Pinot Grigio",91.4578560117625
"44193","Chianti","Italy","Sangiovese",92.3997367016034
"44205","Toscana","Italy","Red Blend",97.016365124146
"44217","Vino Nobile di Montepulciano","Italy","Red Blend",88.1521157426757
"44269","Morellino di Scansano","Italy","Red Blend",88.6109769812464
"44291","Romagna","Italy","Sangiovese",98.7753609379636
"44304","Romagna","Italy","Sangiovese",91.8619086568202
"44380","Maremma Toscana","Italy","Red Blend",98.1982205257145
"44384","Chianti Classico","Italy","Red Blend",90.6728651177122
"44386","Chianti","Italy","Red Blend",90.9760573475824
"44387","Chianti Classico","Italy","Red Blend",96.4665574195756
"44462","Valpolicella Classico","Italy","Red Blend",91.1673836591687
"44487","Verdicchio dei Castelli di Jesi Classico","Italy","Verdicchio",107.499243467977
"44497","Roero","Italy","Arneis",89.1820225265814
"44498","Verdicchio dei Castelli di Jesi Classico Superiore","Italy","Verdicchio",96.8761029010743
"44547","Valdobbiadene Prosecco Superiore","Italy","Glera",84.7983592396498
"44560","Prosecco","Italy","Glera",91.1185398944942
"44573","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",96.0086207979393
"44613","Collio","Italy","Friulano",96.8874443400121
"44625","Alto Adige","Italy","Pinot Bianco",94.1133389598976
"44722","Prosecco","Italy","Glera",86.80230902167
"44737","Prosecco","Italy","Glera",89.8666070646834
"44801","Vigneti delle Dolomiti","Italy","Pinot Grigio",80.359596964152
"44823","Terre di Chieti","Italy","Chardonnay",89.8041535361089
"44829","Montepulciano d'Abruzzo","Italy","Montepulciano",97.7895333580318
"44830","Montepulciano d'Abruzzo","Italy","Montepulciano",99.8409675562837
"44831","Salento","Italy","Primitivo",101.549278764846
"44835","Sicilia","Italy","White Blend",88.5172185973164
"44839","Castel del Monte","Italy","Rosé",91.4267836049527
"44849","Bardolino Chiaretto","Italy","Rosato",80.675383878682
"44859","Terre Siciliane","Italy","Rosato",85.1541958996422
"44879","Terre Siciliane","Italy","Rosé",85.6907905921126
"44897","Terre Siciliane","Italy","Nero d'Avola",96.9784655863502
"44941","Prosecco di Valdobbiadene","Italy","Prosecco",88.3961847662126
"44944","Prosecco di Valdobbiadene","Italy","Prosecco",91.845602196821
"44953","Delle Venezie","Italy","Pinot Grigio",93.4852019980553
"44956","Prosecco","Italy","Glera",93.7608216762516
"44957","Prosecco","Italy","Glera",95.4972991635935
"44962","Delle Venezie","Italy","Pinot Grigio",89.4553477076233
"44965","Colli Orientali del Friuli","Italy","Pinot Grigio",83.0656060276407
"44980","Veneto","Italy","Pinot Grigio",99.458470726062
"45121","Langhe","Italy","Nebbiolo",88.9134035681657
"45147","Barbera d'Alba","Italy","Barbera",87.8766020485566
"45153","Dolcetto d'Alba","Italy","Dolcetto",89.4244745083883
"45163","Barbera d'Asti","Italy","Barbera",89.5257210060864
"45212","Chianti","Italy","Sangiovese",93.4441760134018
"45323","Barbera d'Asti","Italy","Barbera",90.1535146631252
"45377","Terre Siciliane","Italy","Nerello Mascalese",92.8205598951172
"45381","Sicilia","Italy","Grillo",108.318119802449
"45387","Sicilia","Italy","Grillo",97.5843069777121
"45392","Toscana","Italy","Sangiovese",88.5539201061819
"45404","Montecucco","Italy","Red Blend",90.6186222980022
"45417","Morellino di Scansano","Italy","Red Blend",89.335401988628
"45606","Toscana","Italy","Red Blend",87.5978564206225
"45608","Toscana","Italy","Red Blend",90.8355726804176
"45829","Valpolicella","Italy","Corvina, Rondinella, Molinara",91.7825491086089
"45836","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",96.4013217106139
"45844","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",88.6938157580227
"45892","Sicilia","Italy","Grillo",83.2178446725058
"45893","Terre Siciliane","Italy","Grillo",91.3725026157185
"46040","Sicilia","Italy","Nero d'Avola",93.6273620539181
"46091","Colli Orientali del Friuli","Italy","Friulano",91.0905790256707
"46092","Colli Orientali del Friuli","Italy","Sauvignon",92.4724822835503
"46192","Terre Siciliane","Italy","Nero d'Avola",94.1755056019105
"46205","Rosso Piceno Superiore","Italy","Red Blend",98.4648098945182
"46209","Puglia","Italy","White Blend",98.9495358975331
"46215","Terre di Chieti","Italy","Pecorino",85.1009296728509
"46218","Soave","Italy","Garganega",91.2234689673062
"46223","Salento","Italy","Rosé",96.6879617962777
"46230","Terre Siciliane","Italy","Catarratto",97.3122568577663
"46266","Chianti Colli Senesi","Italy","Sangiovese",92.9180964468212
"46269","Chianti Montalbano","Italy","Sangiovese",85.8340250418711
"46270","Chianti","Italy","Sangiovese",87.0261867123788
"46281","Chianti","Italy","Red Blend",91.3787273757086
"46288","Chianti Classico","Italy","Sangiovese",97.4557065846632
"46292","Chianti","Italy","Sangiovese",98.7513899796308
"46384","Colli Orientali del Friuli","Italy","Pinot Grigio",86.301399322261
"46386","Delle Venezie","Italy","Pinot Grigio",89.288717591367
"46394","Collio","Italy","Sauvignon",93.5389202760604
"46499","Verdicchio dei Castelli di Jesi Classico","Italy","Verdicchio",98.078382775182
"46512","Verdicchio dei Castelli di Jesi Classico Superiore","Italy","Verdicchio",90.5697433414853
"46513","Verdicchio dei Castelli di Jesi Classico Superiore","Italy","Verdicchio",94.8316181378719
"46534","Valpolicella Classico Superiore Ripasso","Italy","Red Blend",98.9863959185384
"46549","Soave","Italy","White Blend",94.0944490372142
"46609","Sicilia","Italy","Catarratto",91.2335093931316
"46612","Sicilia","Italy","White Blend",89.0631325327028
"46613","Sicilia","Italy","Red Blend",101.098567598296
"46621","Sicilia","Italy","Grillo",86.8653960928241
"46659","Sicilia","Italy","White Blend",95.45259292177
"46660","Terre Siciliane","Italy","White Blend",95.5220457232033
"46669","Sicilia","Italy","Inzolia",86.9649474515716
"46672","Etna","Italy","Nerello Mascalese",91.1942920598615
